"Id";"label";"Type"
1231;"Aubrey Wyatt";"individu"
1232;"Hannah Yates";"individu"
1233;"Norah Yorke";"individu"
1234;"Cecilia Young";"individu"
1235;"Dorothy Young";"individu"
1236;"Elizabeth Young";"individu"
1237;"I Young";"individu"
1238;"J Young";"individu"
1239;"M J Young";"individu"
1240;"William Young";"individu"
1241;"Martha Adams";"individu"
1241;"Martha Adams";"individu"
1242;"Annie Ainsworth";"individu"
1242;"Annie Ainsworth";"individu"
1243;"Laura Ainsworth";"individu"
1243;"Laura Ainsworth";"individu"
1244;"Doreen Allan";"individu"
1244;"Doreen Allan";"individu"
1245;"Janie Allan";"individu"
1245;"Janie Allan";"individu"
1246;"Constance Andrews";"individu"
1246;"Constance Andrews";"individu"
1247;"E Andrews";"individu"
1247;"E Andrews";"individu"
1248;"Helen Archdale";"individu"
1248;"Helen Archdale";"individu"
1249;"Lilyande Archerling";"individu"
1249;"Lilyande Archerling";"individu"
1250;"Louise Archibold";"individu"
1250;"Louise Archibold";"individu"
1251;"Helen Armes";"individu"
1251;"Helen Armes";"individu"
1252;"Norah Armstrong";"individu"
1252;"Norah Armstrong";"individu"
1253;"Maud Arncliffe Senne";"individu"
1253;"Maud Arncliffe Senne";"individu"
1254;"Evelyn Arton";"individu"
1254;"Evelyn Arton";"individu"
1255;"Selgarde Atheling";"individu"
1255;"Selgarde Atheling";"individu"
1256;"Jane Atkinson";"individu"
1256;"Jane Atkinson";"individu"
1257;"George Baines";"individu"
1257;"George Baines";"individu"
1258;"John Baines";"individu"
1258;"John Baines";"individu"
1259;"Editha Ball";"individu"
1259;"Editha Ball";"individu"
1260;"William Ball";"individu"
1260;"William Ball";"individu"
1261;"Pattie Barnett";"individu"
1261;"Pattie Barnett";"individu"
1262;"Henrietta Barnwell";"individu"
1262;"Henrietta Barnwell";"individu"
1263;"Dora Beedham";"individu"
1263;"Dora Beedham";"individu"
1264;"Jennie Bell";"individu"
1264;"Jennie Bell";"individu"
1265;"Annie Biggs";"individu"
1265;"Annie Biggs";"individu"
1266;"Mary Billinghurst";"individu"
1266;"Mary Billinghurst";"individu"
1267;"Evelyn Billings";"individu"
1267;"Evelyn Billings";"individu"
1268;"Teresa Billington";"individu"
1269;"Charlotte Blacklock";"individu"
1269;"Charlotte Blacklock";"individu"
1270;"Lilie Boileu";"individu"
1270;"Lilie Boileu";"individu"
1271;"Ivy Bon";"individu"
1271;"Ivy Bon";"individu"
1272;"Eugenia Bouvier";"individu"
1272;"Eugenia Bouvier";"individu"
1273;"Emma Bowen";"individu"
1273;"Emma Bowen";"individu"
1274;"Georgina Brackenbury";"individu"
1274;"Georgina Brackenbury";"individu"
1275;"Marie Brackenbury";"individu"
1275;"Marie Brackenbury";"individu"
1276;"Jane Brailsford";"individu"
1276;"Jane Brailsford";"individu"
1277;"Constance Bray";"individu"
1277;"Constance Bray";"individu"
1278;"Alice Brown";"individu"
1278;"Alice Brown";"individu"
1279;"Mary Jane Brown";"individu"
1279;"Mary Jane Brown";"individu"
1280;"Mrs Shaw Brown";"individu"
1280;"Mrs Shaw Brown";"individu"
1281;"Myra S Brown";"individu"
1281;"Myra S Brown";"individu"
1282;"Violet Bryant";"individu"
1282;"Violet Bryant";"individu"
1283;"Janet Legate Bunting";"individu"
1283;"Janet Legate Bunting";"individu"
1284;"Alice Eliza Burton";"individu"
1284;"Alice Eliza Burton";"individu"
1285;"Oonah Caillagh";"individu"
1285;"Oonah Caillagh";"individu"
1286;"Isabella Casey";"individu"
1286;"Isabella Casey";"individu"
1287;"Florence Chapman";"individu"
1287;"Florence Chapman";"individu"
1288;"Evelyn Cheshire";"individu"
1288;"Evelyn Cheshire";"individu"
1289;"Georgina Fanny Chiffens";"individu"
1289;"Georgina Fanny Chiffens";"individu"
1290;"Olive Clapton";"individu"
1290;"Olive Clapton";"individu"
1291;"Annie Cobden-Sanderso";"individu"
1291;"Annie Cobden-Sanderso";"individu"
1292;"Constance Louis Collier";"individu"
1292;"Constance Louis Collier";"individu"
1293;"Cecelia Conway";"individu"
1293;"Cecelia Conway";"individu"
1294;"Grace Cook";"individu"
1294;"Grace Cook";"individu"
1295;"M Cook";"individu"
1295;"M Cook";"individu"
1296;"Elizabeth Cooper";"individu"
1296;"Elizabeth Cooper";"individu"
1297;"H Craggs";"individu"
1297;"H Craggs";"individu"
1298;"Constance Craig";"individu"
1298;"Constance Craig";"individu"
1299;"Elsie Cummin";"individu"
1299;"Elsie Cummin";"individu"
1300;"Alice Davies";"individu"
1300;"Alice Davies";"individu"
1301;"Elizabeth Davis";"individu"
1301;"Elizabeth Davis";"individu"
1302;"N Dear";"individu"
1302;"N Dear";"individu"
1303;"Mary Boyd Dodgson";"individu"
1303;"Mary Boyd Dodgson";"individu"
1304;"Barbara Duval";"individu"
1304;"Barbara Duval";"individu"
1305;"Violet Dideuchs Duval";"individu"
1305;"Violet Dideuchs Duval";"individu"
1306;"Frances Ede";"individu"
1306;"Frances Ede";"individu"
1307;"Marie Edwards";"individu"
1307;"Marie Edwards";"individu"
1308;"Alice Farmer";"individu"
1308;"Alice Farmer";"individu"
1309;"Emily Fern";"individu"
1309;"Emily Fern";"individu"
1310;"Louisa Field";"individu"
1310;"Louisa Field";"individu"
1311;"Kathleen Fitzgibbons";"individu"
1311;"Kathleen Fitzgibbons";"individu"
1312;"Maud Fitzherbert";"individu"
1312;"Maud Fitzherbert";"individu"
1313;"Margaret Forbes-Robinson";"individu"
1313;"Margaret Forbes-Robinson";"individu"
1314;"Annie Ford";"individu"
1314;"Annie Ford";"individu"
1315;"Helen Friedlander";"individu"
1315;"Helen Friedlander";"individu"
1316;"E Frisby";"individu"
1316;"E Frisby";"individu"
1317;"Louisa Gay";"individu"
1317;"Louisa Gay";"individu"
1318;"C M Gonne";"individu"
1318;"C M Gonne";"individu"
1319;"Mary Eileen Guyther";"individu"
1319;"Mary Eileen Guyther";"individu"
1320;"Elsa Gye";"individu"
1320;"Elsa Gye";"individu"
1321;"Evelyn Cotton Haig";"individu"
1321;"Evelyn Cotton Haig";"individu"
1322;"Leslie Hall";"individu"
1322;"Leslie Hall";"individu"
1323;"Pattie Hall";"individu"
1323;"Pattie Hall";"individu"
1324;"Mabel Hardie";"individu"
1324;"Mabel Hardie";"individu"
1325;"Mary Harrison";"individu"
1325;"Mary Harrison";"individu"
1326;"Katherine Felic Harvey";"individu"
1326;"Katherine Felic Harvey";"individu"
1327;"Georgiana Healiss";"individu"
1327;"Georgiana Healiss";"individu"
1328;"Fanny Helliwell";"individu"
1328;"Fanny Helliwell";"individu"
1329;"Elizabeth Hesmondhalgh";"individu"
1329;"Elizabeth Hesmondhalgh";"individu"
1330;"Jessie Heward";"individu"
1330;"Jessie Heward";"individu"
1331;"Mary Hewett";"individu"
1331;"Mary Hewett";"individu"
1332;"L Hickling";"individu"
1332;"L Hickling";"individu"
1333;"Marian Holmes";"individu"
1333;"Marian Holmes";"individu"
1334;"Kathleen Houston";"individu"
1334;"Kathleen Houston";"individu"
1335;"Louisa Hull";"individu"
1335;"Louisa Hull";"individu"
1336;"Annie Humphreys";"individu"
1336;"Annie Humphreys";"individu"
1337;"Henrietta Hunt";"individu"
1337;"Henrietta Hunt";"individu"
1338;"Olive Ibbotston";"individu"
1338;"Olive Ibbotston";"individu"
1339;"Charlotte Ireland";"individu"
1339;"Charlotte Ireland";"individu"
1340;"Margaret James";"individu"
1340;"Margaret James";"individu"
1341;"Mary Jones";"individu"
1341;"Mary Jones";"individu"
1342;"Edith Kerwood";"individu"
1342;"Edith Kerwood";"individu"
1343;"Alice Jane Ker";"individu"
1343;"Alice Jane Ker";"individu"
1344;"Margaret Ker";"individu"
1344;"Margaret Ker";"individu"
1345;"C Lale";"individu"
1345;"C Lale";"individu"
1346;"Annie Lansbury";"individu"
1346;"Annie Lansbury";"individu"
1347;"Gwenllian Lewis";"individu"
1347;"Gwenllian Lewis";"individu"
1348;"Kate Lilley";"individu"
1348;"Kate Lilley";"individu"
1349;"Louise Lilley";"individu"
1349;"Louise Lilley";"individu"
1350;"Mary Lindsay";"individu"
1350;"Mary Lindsay";"individu"
1351;"Gertrude Llewellyn";"individu"
1351;"Gertrude Llewellyn";"individu"
1352;"Henrietta Lowy";"individu"
1352;"Henrietta Lowy";"individu"
1353;"Maria MacKenzie";"individu"
1353;"Maria MacKenzie";"individu"
1354;"Ellen Macrae";"individu"
1354;"Ellen Macrae";"individu"
1355;"Dorothy Maloney";"individu"
1355;"Dorothy Maloney";"individu"
1356;"Evelyan Manesta";"individu"
1356;"Evelyan Manesta";"individu"
1357;"M E Mansell";"individu"
1357;"M E Mansell";"individu"
1358;"Catherine Margesson";"individu"
1358;"Catherine Margesson";"individu"
1359;"Lena Marsden";"individu"
1359;"Lena Marsden";"individu"
1360;"Alison Martin";"individu"
1360;"Alison Martin";"individu"
1361;"Beatrice Martin";"individu"
1361;"Beatrice Martin";"individu"
1362;"Ethel Martin";"individu"
1362;"Ethel Martin";"individu"
1363;"Mrs Mayer";"individu"
1363;"Mrs Mayer";"individu"
1364;"Agnes McDonald";"individu"
1364;"Agnes McDonald";"individu"
1365;"Alice Milne";"individu"
1365;"Alice Milne";"individu"
1366;"Sarah Morrissey";"individu"
1366;"Sarah Morrissey";"individu"
1367;"Anna Munro";"individu"
1367;"Anna Munro";"individu"
1368;"Annie Myer";"individu"
1368;"Annie Myer";"individu"
1369;"Kathleen Nicholson";"individu"
1369;"Kathleen Nicholson";"individu"
1370;"Kate Noblett";"individu"
1370;"Kate Noblett";"individu"
1371;"Mabel North";"individu"
1371;"Mabel North";"individu"
1372;"Nancy Norton";"individu"
1372;"Nancy Norton";"individu"
1373;"Verity Oates";"individu"
1373;"Verity Oates";"individu"
1374;"Agnes O'Kell";"individu"
1374;"Agnes O'Kell";"individu"
1375;"Mary Oldham";"individu"
1375;"Mary Oldham";"individu"
1376;"Robert Page";"individu"
1376;"Robert Page";"individu"
1377;"Fannie Davison Pailthorpe";"individu"
1377;"Fannie Davison Pailthorpe";"individu"
1378;"Adela Pankhurst";"individu"
1378;"Adela Pankhurst";"individu"
1379;"Christabel Pankhurst";"individu"
1379;"Christabel Pankhurst";"individu"
1380;"Fanny Pease";"individu"
1380;"Fanny Pease";"individu"
1381;"E Pepper";"individu"
1381;"E Pepper";"individu"
1382;"Frederick Pethick-Lawrenc";"individu"
1382;"Frederick Pethick-Lawrenc";"individu"
1383;"Louisa Phillips";"individu"
1383;"Louisa Phillips";"individu"
1384;"Miriam Pratt";"individu"
1384;"Miriam Pratt";"individu"
1385;"Edith Prier";"individu"
1385;"Edith Prier";"individu"
1386;"Mary Richards";"individu"
1386;"Mary Richards";"individu"
1387;"Margaret Robinson";"individu"
1387;"Margaret Robinson";"individu"
1388;"Rona Robinson";"individu"
1388;"Rona Robinson";"individu"
1389;"Marie MacGregor Rogers";"individu"
1389;"Marie MacGregor Rogers";"individu"
1390;"Margaret Rowlatt";"individu"
1390;"Margaret Rowlatt";"individu"
1391;"Harriet Rozier";"individu"
1391;"Harriet Rozier";"individu"
1392;"Louise Russell";"individu"
1392;"Louise Russell";"individu"
1393;"Mabel Schofield";"individu"
1393;"Mabel Schofield";"individu"
1394;"Sime Seruya";"individu"
1394;"Sime Seruya";"individu"
1395;"Amy D Shallard";"individu"
1395;"Amy D Shallard";"individu"
1396;"Eva Shallard";"individu"
1396;"Eva Shallard";"individu"
1397;"Evelyn Sharp";"individu"
1397;"Evelyn Sharp";"individu"
1398;"Charlotte Shaw";"individu"
1398;"Charlotte Shaw";"individu"
1399;"Gertrude Elizab Shaw";"individu"
1399;"Gertrude Elizab Shaw";"individu"
1400;"Gaut Shepard";"individu"
1400;"Gaut Shepard";"individu"
1401;"Nancy Smart";"individu"
1401;"Nancy Smart";"individu"
1402;"Ellen Smith";"individu"
1402;"Ellen Smith";"individu"
1403;"J Smith";"individu"
1403;"J Smith";"individu"
1404;"Jessie Smith";"individu"
1404;"Jessie Smith";"individu"
1405;"Mary Smith";"individu"
1405;"Mary Smith";"individu"
1406;"Maud E Smith";"individu"
1406;"Maud E Smith";"individu"
1407;"Olivia Smith";"individu"
1407;"Olivia Smith";"individu"
1408;"Nora Smyth";"individu"
1408;"Nora Smyth";"individu"
1409;"Georgina M Solomon";"individu"
1409;"Georgina M Solomon";"individu"
1410;"Mary Spencer";"individu"
1410;"Mary Spencer";"individu"
1411;"Florence Spong";"individu"
1411;"Florence Spong";"individu"
1412;"Christopher St John";"individu"
1412;"Christopher St John";"individu"
1413;"Edith Stacey";"individu"
1413;"Edith Stacey";"individu"
1414;"Fanny Streatfield";"individu"
1414;"Fanny Streatfield";"individu"
1415;"Evelyn Taylor";"individu"
1415;"Evelyn Taylor";"individu"
1416;"M Taylor";"individu"
1416;"M Taylor";"individu"
1417;"John Marshall Teague";"individu"
1417;"John Marshall Teague";"individu"
1418;"Jane Terrero";"individu"
1418;"Jane Terrero";"individu"
1419;"Elizabeth Thompson";"individu"
1419;"Elizabeth Thompson";"individu"
1420;"Irene Tillard";"individu"
1420;"Irene Tillard";"individu"
1421;"Mary Titterington";"individu"
1421;"Mary Titterington";"individu"
1422;"Arthur Tollemache";"individu"
1422;"Arthur Tollemache";"individu"
1423;"Catherine Tolson";"individu"
1423;"Catherine Tolson";"individu"
1424;"Katherine Trott";"individu"
1424;"Katherine Trott";"individu"
1425;"Florence Tunks";"individu"
1425;"Florence Tunks";"individu"
1426;"Madge Turner";"individu"
1426;"Madge Turner";"individu"
1427;"Leonora Tyson";"individu"
1427;"Leonora Tyson";"individu"
1428;"8095 Unknown";"individu"
1428;"8095 Unknown";"individu"
1429;"18687 Unknown";"individu"
1429;"18687 Unknown";"individu"
1430;"18718 Unknown";"individu"
1430;"18718 Unknown";"individu"
1431;"18719 Unknown";"individu"
1431;"18719 Unknown";"individu"
1432;"Matilda Wood Van Sandau";"individu"
1432;"Matilda Wood Van Sandau";"individu"
1433;"Julia Varley";"individu"
1433;"Julia Varley";"individu"
1434;"Margaret Wallis";"individu"
1434;"Margaret Wallis";"individu"
1435;"Eva Watson";"individu"
1435;"Eva Watson";"individu"
1436;"Dulcie WM";"individu"
1436;"Dulcie WM";"individu"
1437;"Florence White";"individu"
1437;"Florence White";"individu"
1438;"Winifred Whitlock";"individu"
1438;"Winifred Whitlock";"individu"
1439;"Adeline Wildfer Wilde";"individu"
1439;"Adeline Wildfer Wilde";"individu"
1440;"Annie Williams";"individu"
1440;"Annie Williams";"individu"
1441;"Frances Williams";"individu"
1441;"Frances Williams";"individu"
1442;"Joan Wilson";"individu"
1442;"Joan Wilson";"individu"
1443;"Evelyn Wurrie";"individu"
1443;"Evelyn Wurrie";"individu"
1444;"Violet Aitken";"individu"
1444;"Violet Aitken";"individu"
1444;"Violet Aitken";"individu"
1445;"Mary Ann Aldham";"individu"
1445;"Mary Ann Aldham";"individu"
1445;"Mary Ann Aldham";"individu"
1445;"Mary Ann Aldham";"individu"
1445;"Mary Ann Aldham";"individu"
1446;"Mary S Allen";"individu"
1446;"Mary S Allen";"individu"
1446;"Mary S Allen";"individu"
1447;"Gertrude Mary Ansell";"individu"
1447;"Gertrude Mary Ansell";"individu"
1447;"Gertrude Mary Ansell";"individu"
1447;"Gertrude Mary Ansell";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1448;"Jennie Baines";"individu"
1449;"Lillian Ball";"individu"
1449;"Lillian Ball";"individu"
1449;"Lillian Ball";"individu"
1449;"Lillian Ball";"individu"
1450;"Kate Bard";"individu"
1450;"Kate Bard";"individu"
1450;"Kate Bard";"individu"
1451;"Ethel M Beckett";"individu"
1451;"Ethel M Beckett";"individu"
1451;"Ethel M Beckett";"individu"
1452;"Edith Marion Begbie";"individu"
1452;"Edith Marion Begbie";"individu"
1452;"Edith Marion Begbie";"individu"
1452;"Edith Marion Begbie";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1453;"Annie Bell";"individu"
1454;"Sarah Bennett";"individu"
1454;"Sarah Bennett";"individu"
1454;"Sarah Bennett";"individu"
1454;"Sarah Bennett";"individu"
1454;"Sarah Bennett";"individu"
1454;"Sarah Bennett";"individu"
1454;"Sarah Bennett";"individu"
1455;"Nora Black";"individu"
1455;"Nora Black";"individu"
1455;"Nora Black";"individu"
1456;"Violet Bland";"individu"
1456;"Violet Bland";"individu"
1456;"Violet Bland";"individu"
1457;"Dorothy Agnes Bowker";"individu"
1457;"Dorothy Agnes Bowker";"individu"
1457;"Dorothy Agnes Bowker";"individu"
1457;"Dorothy Agnes Bowker";"individu"
1458;"Janet Augusta Boyd";"individu"
1458;"Janet Augusta Boyd";"individu"
1458;"Janet Augusta Boyd";"individu"
1459;"Dinah Boyle";"individu"
1459;"Dinah Boyle";"individu"
1459;"Dinah Boyle";"individu"
1459;"Dinah Boyle";"individu"
1459;"Dinah Boyle";"individu"
1460;"Phyliss Brady";"individu"
1460;"Phyliss Brady";"individu"
1460;"Phyliss Brady";"individu"
1461;"Mary Grace Branson";"individu"
1461;"Mary Grace Branson";"individu"
1461;"Mary Grace Branson";"individu"
1462;"Winifred Bray";"individu"
1462;"Winifred Bray";"individu"
1462;"Winifred Bray";"individu"
1462;"Winifred Bray";"individu"
1463;"Bertha Brewster";"individu"
1463;"Bertha Brewster";"individu"
1463;"Bertha Brewster";"individu"
1463;"Bertha Brewster";"individu"
1463;"Bertha Brewster";"individu"
1464;"Annie Briggs";"individu"
1464;"Annie Briggs";"individu"
1464;"Annie Briggs";"individu"
1465;"Maude Brindley";"individu"
1465;"Maude Brindley";"individu"
1465;"Maude Brindley";"individu"
1465;"Maude Brindley";"individu"
1466;"Kathleen Brown";"individu"
1466;"Kathleen Brown";"individu"
1466;"Kathleen Brown";"individu"
1467;"Constance Bryer";"individu"
1467;"Constance Bryer";"individu"
1467;"Constance Bryer";"individu"
1467;"Constance Bryer";"individu"
1468;"Hilda Evelyn Burkett";"individu"
1468;"Hilda Evelyn Burkett";"individu"
1468;"Hilda Evelyn Burkett";"individu"
1468;"Hilda Evelyn Burkett";"individu"
1468;"Hilda Evelyn Burkett";"individu"
1468;"Hilda Evelyn Burkett";"individu"
1469;"Lucy Burns";"individu"
1469;"Lucy Burns";"individu"
1469;"Lucy Burns";"individu"
1469;"Lucy Burns";"individu"
1470;"Mabel Capper";"individu"
1470;"Mabel Capper";"individu"
1470;"Mabel Capper";"individu"
1470;"Mabel Capper";"individu"
1470;"Mabel Capper";"individu"
1470;"Mabel Capper";"individu"
1470;"Mabel Capper";"individu"
1471;"Sarah Carwin";"individu"
1471;"Sarah Carwin";"individu"
1471;"Sarah Carwin";"individu"
1471;"Sarah Carwin";"individu"
1471;"Sarah Carwin";"individu"
1472;"Irene/Eileen Casey";"individu"
1472;"Irene/Eileen Casey";"individu"
1472;"Irene/Eileen Casey";"individu"
1472;"Irene/Eileen Casey";"individu"
1473;"Grace Chappelow";"individu"
1473;"Grace Chappelow";"individu"
1473;"Grace Chappelow";"individu"
1473;"Grace Chappelow";"individu"
1473;"Grace Chappelow";"individu"
1474;"Emily Charlton";"individu"
1474;"Emily Charlton";"individu"
1474;"Emily Charlton";"individu"
1474;"Emily Charlton";"individu"
1475;"Ada Chatterton";"individu"
1475;"Ada Chatterton";"individu"
1475;"Ada Chatterton";"individu"
1476;"Mary Clarke";"individu"
1476;"Mary Clarke";"individu"
1476;"Mary Clarke";"individu"
1477;"Florence Clarkson";"individu"
1477;"Florence Clarkson";"individu"
1477;"Florence Clarkson";"individu"
1477;"Florence Clarkson";"individu"
1478;"Leonora Cohen";"individu"
1478;"Leonora Cohen";"individu"
1478;"Leonora Cohen";"individu"
1479;"Gwendoline Cook";"individu"
1479;"Gwendoline Cook";"individu"
1479;"Gwendoline Cook";"individu"
1480;"Nellie Crocker";"individu"
1480;"Nellie Crocker";"individu"
1480;"Nellie Crocker";"individu"
1481;"Lizzie Crow";"individu"
1481;"Lizzie Crow";"individu"
1481;"Lizzie Crow";"individu"
1482;"Catherine Crummie";"individu"
1482;"Catherine Crummie";"individu"
1482;"Catherine Crummie";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1483;"Emily Wilding Davison";"individu"
1484;"Charlotte Despard";"individu"
1484;"Charlotte Despard";"individu"
1484;"Charlotte Despard";"individu"
1484;"Charlotte Despard";"individu"
1484;"Charlotte Despard";"individu"
1485;"Lillian Dove-Willcox";"individu"
1485;"Lillian Dove-Willcox";"individu"
1485;"Lillian Dove-Willcox";"individu"
1485;"Lillian Dove-Willcox";"individu"
1485;"Lillian Dove-Willcox";"individu"
1486;"Caroline A Downing";"individu"
1486;"Caroline A Downing";"individu"
1486;"Caroline A Downing";"individu"
1486;"Caroline A Downing";"individu"
1486;"Caroline A Downing";"individu"
1487;"Elizabeth Downing";"individu"
1487;"Elizabeth Downing";"individu"
1487;"Elizabeth Downing";"individu"
1487;"Elizabeth Downing";"individu"
1488;"Sidney Granville Drew";"individu"
1488;"Sidney Granville Drew";"individu"
1488;"Sidney Granville Drew";"individu"
1489;"Flora Drummond";"individu"
1489;"Flora Drummond";"individu"
1489;"Flora Drummond";"individu"
1489;"Flora Drummond";"individu"
1489;"Flora Drummond";"individu"
1490;"Elsie Duval";"individu"
1490;"Elsie Duval";"individu"
1490;"Elsie Duval";"individu"
1491;"Emily Duval";"individu"
1491;"Emily Duval";"individu"
1491;"Emily Duval";"individu"
1491;"Emily Duval";"individu"
1491;"Emily Duval";"individu"
1491;"Emily Duval";"individu"
1492;"Zelie Emerson";"individu"
1492;"Zelie Emerson";"individu"
1492;"Zelie Emerson";"individu"
1493;"Dorothy Evans";"individu"
1493;"Dorothy Evans";"individu"
1493;"Dorothy Evans";"individu"
1494;"Elsie Evans";"individu"
1494;"Elsie Evans";"individu"
1494;"Elsie Evans";"individu"
1494;"Elsie Evans";"individu"
1494;"Elsie Evans";"individu"
1495;"Elise Evans";"individu"
1495;"Elise Evans";"individu"
1495;"Elise Evans";"individu"
1496;"Florence Farmer";"individu"
1496;"Florence Farmer";"individu"
1496;"Florence Farmer";"individu"
1497;"Lettice Annie Floyd";"individu"
1497;"Lettice Annie Floyd";"individu"
1497;"Lettice Annie Floyd";"individu"
1498;"Lillian Forrester";"individu"
1498;"Lillian Forrester";"individu"
1498;"Lillian Forrester";"individu"
1499;"Hugh Franklin";"individu"
1499;"Hugh Franklin";"individu"
1499;"Hugh Franklin";"individu"
1499;"Hugh Franklin";"individu"
1500;"Emily Fussell";"individu"
1500;"Emily Fussell";"individu"
1500;"Emily Fussell";"individu"
1500;"Emily Fussell";"individu"
1501;"Mrs Maud Fussell";"individu"
1501;"Mrs Maud Fussell";"individu"
1501;"Mrs Maud Fussell";"individu"
1501;"Mrs Maud Fussell";"individu"
1502;"Theresa Garnett";"individu"
1502;"Theresa Garnett";"individu"
1502;"Theresa Garnett";"individu"
1503;"Katherine Gatty";"individu"
1503;"Katherine Gatty";"individu"
1503;"Katherine Gatty";"individu"
1503;"Katherine Gatty";"individu"
1504;"Mary Gawthorpe";"individu"
1504;"Mary Gawthorpe";"individu"
1504;"Mary Gawthorpe";"individu"
1505;"Ellison Gibb";"individu"
1505;"Ellison Gibb";"individu"
1505;"Ellison Gibb";"individu"
1505;"Ellison Gibb";"individu"
1505;"Ellison Gibb";"individu"
1506;"Margaret Gibb";"individu"
1506;"Margaret Gibb";"individu"
1506;"Margaret Gibb";"individu"
1507;"Clara Giveen";"individu"
1507;"Clara Giveen";"individu"
1507;"Clara Giveen";"individu"
1507;"Clara Giveen";"individu"
1507;"Clara Giveen";"individu"
1507;"Clara Giveen";"individu"
1507;"Clara Giveen";"individu"
1508;"Nellie Godfrey";"individu"
1508;"Nellie Godfrey";"individu"
1508;"Nellie Godfrey";"individu"
1509;"Freida Graham";"individu"
1509;"Freida Graham";"individu"
1509;"Freida Graham";"individu"
1509;"Freida Graham";"individu"
1510;"Georgina H Grant";"individu"
1510;"Georgina H Grant";"individu"
1510;"Georgina H Grant";"individu"
1511;"Alice Green";"individu"
1511;"Alice Green";"individu"
1511;"Alice Green";"individu"
1512;"Janet Green";"individu"
1512;"Janet Green";"individu"
1512;"Janet Green";"individu"
1512;"Janet Green";"individu"
1513;"Laura Grey";"individu"
1513;"Laura Grey";"individu"
1513;"Laura Grey";"individu"
1514;"Brita Gurney";"individu"
1514;"Brita Gurney";"individu"
1514;"Brita Gurney";"individu"
1515;"Florence Eliza Haig";"individu"
1515;"Florence Eliza Haig";"individu"
1515;"Florence Eliza Haig";"individu"
1515;"Florence Eliza Haig";"individu"
1516;"Nellie Hall";"individu"
1516;"Nellie Hall";"individu"
1516;"Nellie Hall";"individu"
1516;"Nellie Hall";"individu"
1517;"Margaret Haly";"individu"
1517;"Margaret Haly";"individu"
1517;"Margaret Haly";"individu"
1517;"Margaret Haly";"individu"
1517;"Margaret Haly";"individu"
1517;"Margaret Haly";"individu"
1518;"Violet Harvey";"individu"
1518;"Violet Harvey";"individu"
1518;"Violet Harvey";"individu"
1519;"Ethel Haslam";"individu"
1519;"Ethel Haslam";"individu"
1519;"Ethel Haslam";"individu"
1520;"E Hon Haverfield";"individu"
1520;"E Hon Haverfield";"individu"
1521;"Alice Hawkins";"individu"
1521;"Alice Hawkins";"individu"
1521;"Alice Hawkins";"individu"
1522;"Gladys Mary Hazel";"individu"
1522;"Gladys Mary Hazel";"individu"
1522;"Gladys Mary Hazel";"individu"
1523;"Annie Maud Hicks";"individu"
1523;"Annie Maud Hicks";"individu"
1523;"Annie Maud Hicks";"individu"
1523;"Annie Maud Hicks";"individu"
1524;"Lillian Hicks";"individu"
1524;"Lillian Hicks";"individu"
1524;"Lillian Hicks";"individu"
1525;"Olive Hocken";"individu"
1525;"Olive Hocken";"individu"
1525;"Olive Hocken";"individu"
1526;"Rose Howey";"individu"
1526;"Rose Howey";"individu"
1526;"Rose Howey";"individu"
1526;"Rose Howey";"individu"
1526;"Rose Howey";"individu"
1526;"Rose Howey";"individu"
1526;"Rose Howey";"individu"
1527;"Evelyn Huddlestone";"individu"
1527;"Evelyn Huddlestone";"individu"
1527;"Evelyn Huddlestone";"individu"
1527;"Evelyn Huddlestone";"individu"
1528;"Edith Hudson";"individu"
1528;"Edith Hudson";"individu"
1528;"Edith Hudson";"individu"
1528;"Edith Hudson";"individu"
1529;"Beatrice Hughes";"individu"
1529;"Beatrice Hughes";"individu"
1529;"Beatrice Hughes";"individu"
1530;"Marianne Hyde";"individu"
1530;"Marianne Hyde";"individu"
1530;"Marianne Hyde";"individu"
1531;"Isabel Inglis";"individu"
1531;"Isabel Inglis";"individu"
1531;"Isabel Inglis";"individu"
1531;"Isabel Inglis";"individu"
1531;"Isabel Inglis";"individu"
1531;"Isabel Inglis";"individu"
1532;"Kathleen Jarvis";"individu"
1532;"Kathleen Jarvis";"individu"
1532;"Kathleen Jarvis";"individu"
1532;"Kathleen Jarvis";"individu"
